video_id,title,description,view_count,like_count,thumbnail_url,local_thumbnail_path,duration,upload_date,channel_id,channel_name,video_url
6R43ttNti8g,আরকান আর্মির সঙ্গে হাত মিলিয়েছে চট্টগ্রামের বিদ্রোহীরা? | ক্যালকাটা নিউজ ডিজিটাল,"চট্টগ্রামের বিদ্রোহীরা হাত মিলিয়েছে আরকানের সাথে ? চট্টগ্রাম নিয়ে বৃহত্তর মায়ানমার গঠনের প্রস্তুতি ?
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews muhammadyunus #khaledazia ##sekhhasina #bangladesh #bangladeshiarmy #india #narendramodi #russia #putin #arakanarmynews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",208480,1910,https://i.ytimg.com/vi_webp/6R43ttNti8g/maxresdefault.webp,thumbnails/6R43ttNti8g.jpg,1392,20241216,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=6R43ttNti8g
J9JwVS_oRlE,চিন্ময়ের ইস্যুতে আন্তর্জাতিক চাপের মুখে ইউনূস? | ক্যালকাটা নিউজ ডিজিটাল,"চিন্ময়ের ইস্যুতে আন্তর্জাতিক চাপের মুখে ইউনূস?


CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",206858,4165,https://i.ytimg.com/vi/J9JwVS_oRlE/maxresdefault.jpg,thumbnails/J9JwVS_oRlE.jpg,1097,20241126,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=J9JwVS_oRlE
SEl5kWOMBLA,সার্জিকেল স্ট্রাইকের আশঙ্কায় বাংলাদেশ ?মোকাবিলা করতে উপস্থিত পাক সেনাকর্তারা | ক্যালকাটা নিউজ,"সার্জিকেল স্ট্রাইকের আশঙ্কায় বাংলাদেশ ?মোকাবিলা করতে উপস্থিত পাক সেনাকর্তারা

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",194722,2104,https://i.ytimg.com/vi_webp/SEl5kWOMBLA/maxresdefault.webp,thumbnails/SEl5kWOMBLA.jpg,1340,20241210,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=SEl5kWOMBLA
UseV7g455rc,দেশ ছাড়ছেন ইউনূস ? বাংলাদেশ সেনার Ultimatum ইউনূসকে ?। ক্যালকাটা নিউজ ডিজিটাল,"CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",192739,2427,https://i.ytimg.com/vi_webp/UseV7g455rc/maxresdefault.webp,thumbnails/UseV7g455rc.jpg,565,20241231,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=UseV7g455rc
EXo7Gg2rsu0,রণসজ্জায় বাংলাদেশ - যুদ্ধের প্রস্তুতি? | ক্যালকাটা নিউজ ডিজিটাল,"সমরাস্ত্র সংগ্রহে নজর বাংলাদেশের। পাল্টা প্রস্তুতি ভারতের। অন্যদিকে অসম STFএর জালে আরও ২ জঙ্গি। ধৃতরা আনসারুল্লাহ বাংলা টিমের সদস্য। বড়সড় নাশকতার ছক কষছিল কী জঙ্গিরা?
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",188669,1938,https://i.ytimg.com/vi/EXo7Gg2rsu0/maxresdefault.jpg,thumbnails/EXo7Gg2rsu0.jpg,899,20241226,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=EXo7Gg2rsu0
XT4WtJ9ghzA,সীমান্ত পেরিয়ে ভারতে হানার ছক বাংলাদেশী জঙ্গিগোষ্ঠীর? | ক্যালকাটা নিউজ ডিজিটাল,"সিরিয়ার মতই বাংলাদেশেও একজোট একাধিক জঙ্গিগোষ্ঠী। বাড়ছে সংখ্যালঘুদের ওপর অত্যাচার, নীরব ইউনুস সরকার। সীমান্ত পেরিয়ে এবার ভারতে হানার ছক?

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #narendramodi  #seikh_hasina  #muhammadyunus  #khaledazia  #bangladesh  #india  #border  #militante  #fundamentalist  #extremist 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",182877,2555,https://i.ytimg.com/vi/XT4WtJ9ghzA/maxresdefault.jpg,thumbnails/XT4WtJ9ghzA.jpg,2897,20241205,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=XT4WtJ9ghzA
FOwajIhJEOQ,পাক-বাংলাদেশ গোপন সামরিক চুক্তি ফাঁস | ক্যালকাটা নিউজ,"পাক-বাংলাদেশ গোপন সামরিক চুক্তি ফাঁস

পাক-বাংলাদেশ গোপন সামরিক চুক্তি ফাঁস। পাকিস্তানি ক্ষেপণাস্ত্র দিযে ভারতের বড় বড় শহরগুলোকে নজরে আনার চেষ্টা বাংলাদেশের! পাল্টা তৎপরতা ভারতের। চাপে পড়ে ব্য়র্থতা স্বীকার ইউনূসের।

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",177294,2770,https://i.ytimg.com/vi/FOwajIhJEOQ/maxresdefault.jpg,thumbnails/FOwajIhJEOQ.jpg,260,20241201,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=FOwajIhJEOQ
fUWCbJRJ4-o,ভারতের পর আমেরিকাও কি ঘিরতে চাইছে বাংলাদেশকে? | ক্যালকাটা নিউজ ডিজিটাল,"ভারতের পর আমেরিকাও কি ঘিরতে চাইছে বাংলাদেশকে? আমেরিকার নতুন সমরনীতির টার্গেট কি বাংলাদেশ? সেন্ট মার্টিন দ্বীপ ঘেঁষে তৈরির পথে নতুন মার্কিন ঘাঁটি? মার্কিন সহকারী বিদেশ সচিবের সফরে বাদ বাংলাদেশ?

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #seikh_hasina #muhammadyunus #khaledazia #america #donaldtrump #usa 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",147964,2203,https://i.ytimg.com/vi/fUWCbJRJ4-o/maxresdefault.jpg,thumbnails/fUWCbJRJ4-o.jpg,357,20241206,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=fUWCbJRJ4-o
1O_xbbdiujc,অশান্ত পরিস্থিতিতে বাংলাদেশ থেকে পালিয়ে আসছেন একাধিক হিন্দুরা! প্রান ভয় বাংলাদেশে ? | ক্যালকাটা নিউজ,"অশান্ত পরিস্থিতিতে বাংলাদেশ থেকে পালিয়ে আসছেন একাধিক হিন্দুরা! প্রান ভয় বাংলাদেশে ? | ক্যালকাটা নিউজ ডিজিটাল 

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",140936,906,https://i.ytimg.com/vi/1O_xbbdiujc/maxresdefault.jpg,thumbnails/1O_xbbdiujc.jpg,3036,20241212,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=1O_xbbdiujc
RoOUr18XpA4,বাংলাদেশের মৌলবাদীদের উস্কানি। পাল্টা প্রস্তুত ভারত | ক্যালকাটা নিউজ ডিজিটাল,"সিরিয়ার মতই বাংলাদেশেও একজোট একাধিক জঙ্গিগোষ্ঠী। বাড়ছে সংখ্যালঘুদের ওপর অত্যাচার। সীমান্ত পেরিয়ে এবার ভারতে হানার ছক? বাংলাদেশের মাটি ব্যবহার করে ভারতকে হুমকি নিষিদ্ধ জঙ্গি সংগঠনের? ওপার সীমান্তে ড্রোনের উড়ান, এপারে সেনার সাঁজোয়া গাড়ির সারি। ভারতের হাতে আসতে চলেছে বিপুল পরিমাণ সমর সজ্জা। সুখোই-৫৭ কি হতে চলেছে গেম চেঞ্জার? ২ বাংলার যুদ্ধ প্রস্তুতি? 
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #seikh_hasina #muhammadyunus #khaledazia #narendramodi #bangladesh #india #indianarmy #bangladesharmy  

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",117093,1724,https://i.ytimg.com/vi/RoOUr18XpA4/maxresdefault.jpg,thumbnails/RoOUr18XpA4.jpg,2999,20241207,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=RoOUr18XpA4
8in9ial8ZnM,জামাতের নিয়ন্ত্রণে কি শুরু বাংলাদেশে সেনা বিদ্রোহ?। ক্যালকাটা নিউজ ডিজিটাল,"চিন্ময় প্রভুর গ্রেফতারি নিয়ে অগ্নিগর্ভ বাংলাদেশ। এই আবহে পড়শি দেশে মৌলবাদীদের সঙ্গে শুরু হয়েছে সেনার সংঘাত। সেনা বিদ্রোহের মুখে বাংলাদেশ! বিদ্রোহ রুখতে ৩৪ সেনা আধিকারিককে কোয়ার্টার গার্ড করার পরিকল্পনা বাংলাদেশ সেনাপ্রধানের।

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #dhaka  #bangladesh  #sheikhhasina  #muhammadyunus  #khaledazia #pakistan #bangladesh #india #indianarmy #bangladesharmy #airforce 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",114780,1254,https://i.ytimg.com/vi_webp/8in9ial8ZnM/maxresdefault.webp,thumbnails/8in9ial8ZnM.jpg,237,20241201,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=8in9ial8ZnM
LGrwPlZgLeE,বাংলাদেশে মাটির নিচে মিসাইল সিটি? | ক্যালকাটা নিউজ ডিজিটাল | ক্যালকাটা নিউজ ডিজিটাল,"তুরস্কের সঙ্গে গোপন চুক্তি বাংলাদেশের? পদ্মপাড়ে মাটির নিচে মিসাইল সিটি? মারণাস্ত্র লুকোতে কী স্ট্র্যাটেজি ঢাকার? পাকিস্তান সহ আর কোন দেশের মিসাইল কিনছে ঢাকা? মাটির নিচের মিসাইল সিটিতে কী কী মারণাস্ত্র থাকবে? কীভাবে কোথায় গড়ে উঠছে গোপন মিসাইল সিটি?

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",105903,1355,https://i.ytimg.com/vi/LGrwPlZgLeE/maxresdefault.jpg,thumbnails/LGrwPlZgLeE.jpg,1476,20241203,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=LGrwPlZgLeE
EHuVS7-fFho,তালিবানের কাছে আত্মসমর্পণ পাকিস্তানের ?,"তালিবানের কাছে আত্মসমর্পণ পাকিস্তানের ?

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",98082,1332,https://i.ytimg.com/vi_webp/EHuVS7-fFho/maxresdefault.webp,thumbnails/EHuVS7-fFho.jpg,259,20241230,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=EHuVS7-fFho
EOtxwCyJ2oU,আতঙ্কে কাঁপছে বাংলাদেশ!  | ক্যালকাটা নিউজ,"আতঙ্কে কাঁপছে বাংলাদেশ!  | ক্যালকাটা নিউজ

চিন্ময়কৃষ্ণ প্রভুর গ্রেফতারি নিয়ে অগ্নিগর্ভ বাংলাদেশ। এই আবহে ফেনি নেক নিয়ে আশঙ্কায় ভুগছে বাংলাদেশ সেনার একাংশ। ভীত ইউনূসের উপদেষ্টারাও! বাংলাদেশের বন্দরে পাক জাহাজের গতিবিধিতে নজর ভারতের।

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",97241,1248,https://i.ytimg.com/vi/EOtxwCyJ2oU/maxresdefault.jpg,thumbnails/EOtxwCyJ2oU.jpg,302,20241201,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=EOtxwCyJ2oU
mkRfX6po554,বাংলাদেশে পাক সেনা! | ক্যালকাটা নিউজ ডিজিটাল,"পাকিস্তানের সঙ্গে মিশতে চলেছে বাংলাদেশ ? পাকিস্তান থেকে সেনা আমদানি, বাংলাদেশ সেনাবাহিনীকে প্রশিক্ষণ দেবে পাক সেনা। ইউনূস সরকারের সিদ্ধান্তে উঠছে বড় প্রশ্ন।
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",92567,1096,https://i.ytimg.com/vi/mkRfX6po554/maxresdefault.jpg,thumbnails/mkRfX6po554.jpg,1438,20241226,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=mkRfX6po554
rqaoCQZjsAU,মৌলবাদীদের সঙ্গে সংঘাত বাংলাদেশ সেনার!  | ক্যালকাটা নিউজ,"মৌলবাদীদের সঙ্গে সংঘাত বাংলাদেশ সেনার! 


চিন্ময় প্রভুর গ্রেফতারি নিয়ে অগ্নিগর্ভ বাংলাদেশ। এই আবহে পড়শি দেশে মৌলবাদীদের সঙ্গে শুরু হয়েছে সেনার সংঘাত। সেনা বিদ্রোহের মুখে বাংলাদেশ! বিদ্রোহ রুখতে ৩৪ সেনা আধিকারিককে কোয়ার্টার গার্ড করার পরিকল্পনা বাংলাদেশ সেনাপ্রধানের।

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",79713,1194,https://i.ytimg.com/vi_webp/rqaoCQZjsAU/maxresdefault.webp,thumbnails/rqaoCQZjsAU.jpg,237,20241130,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=rqaoCQZjsAU
gY9tZfUQEEg,বাংলাদেশে ঢুকে পড়ল আরাকান আর্মি! | ক্যালকাটা নিউজ ডিজিটাল,"CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",77918,924,https://i.ytimg.com/vi_webp/gY9tZfUQEEg/maxresdefault.webp,thumbnails/gY9tZfUQEEg.jpg,238,20241220,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=gY9tZfUQEEg
qJe9GcPdEx4,বাংলাদেশ সেনার গোপন ছক ফাঁস! | ক্যালকাটা নিউজ ডিজিটাল,"বাংলাদেশ সেনার গোপন ছক ফাঁস! 

ডিসেম্বর আতঙ্কে কাঁপছে বাংলাদেশ!  এই আবহে সামনে এল বাংলাদেশ সেনার গোপন কৌশল।  পাশাপাশি, ঢাকার সেনানিবাসে বসে পাক গুপ্তচর সংস্থার কর্তারা ভারতে হানার ছক কষছেন বলে সূত্রের খবর। সীমান্তে নজরদারি বাড়ানোয় জোর ভারতের।


CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",76461,982,https://i.ytimg.com/vi/qJe9GcPdEx4/maxresdefault.jpg,thumbnails/qJe9GcPdEx4.jpg,240,20241202,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=qJe9GcPdEx4
f4dMa1SV8kA,বাংলাদেশে গৃহযুদ্ধ ! | ক্যালকাটা নিউজ ডিজিটাল | ১৫.১২.২০২৪,"ভারতের সঙ্গে যুদ্ধ পরিস্থিতি, আবার ইউনূসের বিরুদ্ধেও সরব বিএনপি-জামাত। একাধিক সভা করে প্রত্যাবর্তনের ইঙ্গিত আওয়ামী লিগের। রাজনৈতিক দ্বন্দ্বে মূল্যবৃদ্ধিতে জেরবার আমজনতা। 
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #hindu  #dhaka  #bangladesh #muhammadyunus  #khaledazia  #sekhhasina  #hindumonk  #chinmoykrishnadas #india #primeministermodi  #jamat #bangladeshiarmy 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",73457,816,https://i.ytimg.com/vi/f4dMa1SV8kA/maxresdefault.jpg,thumbnails/f4dMa1SV8kA.jpg,4516,20241215,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=f4dMa1SV8kA
VDDaV5Y1c_8,মায়ানমার - ভারতের সাড়াঁশি চাপ বাংলাদেশের সীমান্তে !  | ক্যালকাটা নিউজ ডিজিটাল,"মায়ানমার - ভারতের সাড়াঁশি চাপ বাংলাদেশের সীমান্তে !  | ক্যালকাটা নিউজ ডিজিটাল 

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",72603,811,https://i.ytimg.com/vi/VDDaV5Y1c_8/maxresdefault.jpg,thumbnails/VDDaV5Y1c_8.jpg,286,20241213,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=VDDaV5Y1c_8
1Ykiienag1Q,বাংলাদেশ সীমান্তে নতুন রাষ্ট্র ? | ক্যালকাটা নিউজ ডিজিটাল,"বাংলাদেশের ওপারে নতুন দেশ, জন্ম নিতে পারে রাখাইন!  ভারত-চিন-আমেরিকা যোগে কতটা অস্বস্তিতে বাংলাদেশ?
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",62655,876,https://i.ytimg.com/vi/1Ykiienag1Q/maxresdefault.jpg,thumbnails/1Ykiienag1Q.jpg,942,20241220,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=1Ykiienag1Q
pzl68DwYFYc,পূর্ব এবং পশ্চিম সীমান্তে বায়ুসেনার মহড়া  | ক্যালকাটা নিউজ ডিজিটাল,"পূর্ব এবং পশ্চিম সীমান্তে বায়ুসেনার মহড়া  | ক্যালকাটা নিউজ ডিজিটাল

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews  #iskcon   #priest  #krishnadas  #brahmachari  #hindu  #dhaka  #bangladesh  #sheikhhasina  #muhammadyunus  #khaledazia  #hindumonk  #chinmoykrishnadas 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",55365,613,https://i.ytimg.com/vi_webp/pzl68DwYFYc/maxresdefault.webp,thumbnails/pzl68DwYFYc.jpg,98,20241210,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=pzl68DwYFYc
